Season,Team1,Team2,Target,GameType,WinPct_Diff,AvgPointsFor_Diff,AvgPointsAgainst_Diff,AvgMargin_Diff,eFG_Off_Diff,TORate_Off_Diff,ORBRate_Off_Diff,FTRate_Off_Diff,Elo_RegSeason_Diff,POM_Rank_Diff,SAG_Rank_Diff,Composite_Rank_Diff,SeedNum_Diff
2008,1243,1425,1,Tournament,-0.022916666666666696,9.704166666666666,5.779166666666669,3.9249999999999954,-0.02940444727620911,-0.030796878766526287,0.1058580042033469,0.008767398028488527,-63.08206578011095,-5.0,10.0,13.11627906976744,5.0
2008,1246,1266,0,Tournament,-0.11875000000000002,-7.306250000000006,1.0208333333333286,-8.327083333333334,0.03739859746351143,0.05020034006092089,-0.045719310545496494,0.036792805319191935,-12.939163478916953,49.0,46.0,37.036175710594314,5.0
2008,1277,1396,1,Tournament,0.12121212121212122,-1.3030303030303116,-6.575757575757578,5.2727272727272645,-0.03371223593431161,0.015654846316684096,0.08019277871896868,-0.025344196041336586,-25.90158349967146,-48.0,-46.0,-36.9464105156724,-7.0
2008,1206,1323,0,Tournament,-0.07722385141739974,-10.734115347018573,-8.213098729227752,-2.5210166177908135,0.019550756337182396,0.003912329616512389,-0.059816519657671596,0.015394999518466568,-68.59486669907619,66.0,64.0,60.84024266936299,7.0
2008,1331,1338,0,Tournament,-0.0009216589861751334,-5.271889400921651,-3.716129032258067,-1.5557603686635844,-0.0026651838901060043,0.017344579720264985,-0.06128476370190089,0.01733043693017161,-71.47005243719218,53.0,56.0,49.10490956072351,9.0
2008,1124,1345,0,Tournament,-0.08333333333333337,12.014583333333334,13.279166666666669,-1.2645833333333343,0.029825248187874964,-0.015269336978045,0.0005488194609649111,0.009204528561803094,-51.18278758034626,14.0,9.0,10.38725985844287,5.0
2008,1165,1390,0,Tournament,0.019813519813519864,5.948717948717942,8.393939393939391,-2.445221445221449,0.0591989546854636,0.027583774674578093,-0.0937459242741675,-0.027377574628801693,-44.15723291620225,122.0,95.0,78.43933265925176,11.0
2008,1140,1401,0,Tournament,0.09714795008912647,2.9376114081996434,1.1782531194295913,1.759358288770052,0.02060896765328346,0.02090344710273681,-0.05176603519553463,-0.043748624039555706,42.01669876535016,28.0,3.0,4.807082452431295,-1.0
2008,1290,1417,0,Tournament,-0.40909090909090917,-12.9969696969697,5.996969696969707,-18.993939393939407,-0.03584015226736048,0.0286549741946166,-0.05210760707656947,0.0287204368370777,-216.72994826433046,316.0,301.0,268.37613751263905,15.0
2008,1245,1424,0,Tournament,0.04227941176470584,-0.014705882352942012,-0.34926470588235503,0.334558823529413,0.03969814607834349,0.038492366509892295,0.08596369676868665,0.06134986586834676,7.80462051596237,13.0,-4.0,-6.169133192389005,1.0
2008,1450,1457,1,Tournament,0.10483870967741937,1.9334677419354875,-1.7762096774193523,3.70967741935484,0.043640611989354317,-0.0197167350870954,-0.041207282654134314,0.05886713405013619,51.09717063407629,-98.0,-95.0,-89.46410515672397,-9.0
2008,1112,1452,0,Tournament,-0.13446969696969702,-3.1344696969697026,3.5085227272727266,-6.642992424242429,0.051570828338406816,0.0285101091541608,-0.05532108518926193,0.06004727429098952,-70.5561236963681,-1.0,9.0,10.534883720930235,3.0
2008,1168,1458,0,Tournament,-0.13685239491691104,15.150537634408607,19.145650048875858,-3.9951124144672505,0.04631512428711493,-0.017059403480675694,-0.0551154924339009,-0.04327379176564433,-93.97117199909462,106.0,77.0,76.01263902932256,11.0
2008,1208,1462,0,Tournament,-0.31818181818181823,-7.458333333333329,4.635416666666664,-12.093749999999991,-0.036017247254163665,0.005513019941523589,0.02971840530628722,-0.06535297356284922,-78.5847023237377,63.0,80.0,73.10010111223458,11.0
2008,1116,1231,1,Tournament,-0.11458333333333337,-1.4886363636363598,2.342803030303031,-3.831439393939391,0.01631095612101635,0.026719785514155797,0.019099242063267796,-0.06867295588303979,-0.5662058909281313,21.0,18.0,14.798281092012129,1.0
2008,1139,1375,1,Tournament,0.09979838709677424,-7.269153225806448,-7.927419354838705,0.6582661290322562,-0.037054589479468436,-0.018610065615746407,-0.04702775350742178,-0.08681598213619238,70.14017576314268,-43.0,-31.0,-38.77704752275025,-3.0
2008,1172,1211,1,Tournament,0.025201612903225756,0.8225806451612954,-0.12096774193548043,0.9435483870967758,0.002625094352690982,-0.0254536476486818,-0.022336286829685414,-0.1029977257679256,48.623043034448756,5.0,1.0,1.7608695652173907,3.0
2008,1207,1420,1,Tournament,0.10181451612903225,-5.1522177419354875,-11.547379032258064,6.395161290322576,0.035504901266933064,0.05200885020360391,-0.014985238253330535,-0.020608573498860694,98.1518227243564,-137.0,-116.0,-109.81780538302277,-13.0
2008,1129,1257,0,Tournament,0.0,9.28125,14.75,-5.46875,0.07004705165619529,0.0230721922685444,-0.05120034446331562,0.039752554838484916,-40.280729137915614,122.0,93.0,83.65369059656217,11.0
2008,1272,1426,1,Tournament,0.36344537815126055,7.17647058823529,-9.34663865546218,16.52310924369747,-0.017302507320938743,-0.0680953871781379,-0.010600169347251942,-0.09223994482513731,193.098396820458,-183.0,-164.0,-159.38198757763973,-15.0
2008,1274,1388,1,Tournament,-0.12258064516129041,-2.0268817204300973,4.6322580645161295,-6.659139784946227,-0.00703032252750041,-0.005545394816385191,-0.007686488303189409,0.029332498880086377,-8.00766997088067,1.0,5.0,0.4492600422832993,-3.0
2008,1280,1332,1,Tournament,0.10685483870967738,-3.7127016129032313,-7.35685483870968,3.6441532258064484,-0.04687974024559871,0.02295950533104099,0.032884320021500046,-0.013992672496352304,40.49641597239906,-3.0,5.0,-8.069767441860463,-1.0
2008,1291,1314,0,Tournament,-0.37867647058823517,-19.643382352941174,-6.235294117647058,-13.408088235294116,0.02165092830887344,0.030586029237900186,-0.1311366761098014,0.009179430998589033,-169.7653806946862,164.0,177.0,161.71221532091099,15.0
2008,1328,1386,1,Tournament,0.030303030303030276,-4.9090909090909065,-3.8787878787878753,-1.0303030303030312,-0.055176660641019115,0.0027934477708368988,0.009995679985731643,-0.03832411713560821,24.233265295127694,-19.0,-18.0,-17.860465116279073,-5.0
2008,1163,1360,0,Tournament,0.14393939393939392,12.71875,5.625,7.09375,0.008370717619865131,-0.0299686528623391,0.05577463136303018,0.09893996719026704,33.42908180140512,-96.0,-92.0,-84.96461071789686,-9.0
2008,1373,1435,1,Tournament,-0.10037878787878785,-3.763257575757578,-3.3011363636363598,-0.46212121212121815,-0.023569891587834124,-0.0469480315611214,0.022205168520383067,-0.04456226244975511,-1.7332022757241248,65.0,63.0,58.850859453993934,9.0
2008,1110,1397,0,Tournament,-0.21875,-17.3125,-9.09375,-8.21875,0.006494469402908987,0.061321860882007806,-0.00412848513799452,0.03857242994992127,-101.72391304102621,145.0,148.0,127.8136645962733,13.0
2008,1122,1400,0,Tournament,-0.11229946524064172,-0.2602495543671921,5.767379679144383,-6.0276292335115755,0.009959528208155821,0.055118414880038796,-0.06845195010189964,0.12083981130295929,-99.05322897828023,163.0,143.0,125.22497472194135,13.0
2008,1155,1437,0,Tournament,0.09375,6.34375,0.1875,6.15625,0.03139063440603779,-0.004614177619991389,0.03674650090428028,-0.07980643194645812,34.06121526980928,-38.0,-36.0,-30.644444444444446,-7.0
2008,1179,1443,0,Tournament,0.06021505376344094,-4.346236559139783,-4.095698924731181,-0.25053763440860166,0.015719841621941066,-0.005619120657446214,-0.022666430649539604,-0.0120556203777194,15.571814142405856,-40.0,-31.0,-31.04398382204247,-7.0
2008,1242,1424,1,Tournament,0.12784090909090917,11.931818181818187,-0.2708333333333428,12.202651515151523,0.06916586411239323,0.028603654263515604,0.09345218881292955,0.0531834686669245,67.76470793734507,-52.0,-43.0,-37.42292490118577,-7.0
2008,1277,1338,1,Tournament,0.014718614718614687,-2.8398268398268414,-3.200000000000003,0.3601731601731597,0.021655420812973114,0.041027301056466986,-0.027499348752182684,0.013123462190171908,-49.15307839848856,-9.0,2.0,-0.1903381642512123,1.0
2008,1266,1390,0,Tournament,-0.06912878787878785,5.239583333333329,3.706439393939391,1.5331439393939377,0.00291140360819242,0.008363752227805998,0.005367633448518483,0.003646241834616093,-42.68870594638565,2.0,4.0,7.147342995169083,3.0
2008,1401,1417,0,Tournament,-0.21212121212121215,-2.9090909090909065,2.3030303030303045,-5.212121212121209,0.015945582903879874,0.010911056258924301,-0.030842546245629265,0.01504273920323651,-132.6266969067392,14.0,24.0,25.097067745197165,8.0
2008,1323,1450,0,Tournament,0.024193548387096753,13.550403225806448,13.453629032258064,0.09677419354838435,-0.027981851737740815,0.009118587386824806,0.08364329321603031,-0.020823705624935573,16.720992106804943,16.0,11.0,3.3913043478260896,1.0
2008,1181,1452,0,Tournament,0.14678030303030298,9.428030303030297,6.039772727272727,3.388257575757571,0.025904288462593017,0.037149960767726004,0.011939384398470476,0.018670044647647682,27.60752806343089,-17.0,-14.0,-19.24064711830131,-5.0
2008,1243,1458,0,Tournament,-0.24545454545454548,11.433333333333337,15.20909090909091,-3.7757575757575754,0.018825353693184,-0.008376472449173084,0.020171603456476506,-0.0442768172536297,-142.21119432976593,11.0,26.0,30.780080889787662,8.0
2008,1345,1462,0,Tournament,-0.06818181818181823,-6.614583333333329,-1.1458333333333357,-5.468749999999991,-0.030380836847324566,-0.014083789349497194,-0.027587148200338085,-0.03946743562387872,-43.38506994534805,7.0,18.0,14.782608695652172,3.0
2008,1172,1207,1,Tournament,-0.037298387096774244,7.603830645161295,5.16028225806452,2.443548387096776,-0.012487359980002721,-0.027894356624668687,-0.014672538255157297,-0.043617363680498206,-19.456932149104432,25.0,18.0,20.826086956521742,8.0
2008,1257,1328,1,Tournament,0.08333333333333337,3.513257575757578,-2.050189393939391,5.563446969696969,0.018225071182305763,-0.0023701752896388983,0.004565166228185369,-0.019650977173614304,31.51175446795901,-27.0,-20.0,-21.70020222446916,-3.0
2008,1272,1280,1,Tournament,0.28308823529411764,6.58272058823529,-4.444852941176471,11.027573529411761,-0.011212761934549786,-0.04498284907207151,-0.03736349526416094,-0.05125441098643138,122.14883611527193,-31.0,-36.0,-34.23913043478261,-7.0
2008,1116,1314,0,Tournament,-0.27450980392156854,-15.069518716577534,-5.704991087344027,-9.364527629233507,0.026052401428756145,0.03384665536046538,-0.0634528874307585,-0.02596614714692469,-138.98118586601868,35.0,38.0,36.92871587462083,8.0
2008,1139,1397,0,Tournament,0.03125,-14.0625,-13.125,-0.9375,-0.023630245807293393,0.023763776356463595,-0.013237030439920694,-0.044341620004976406,-12.865008077136736,18.0,17.0,10.76086956521739,5.0
2008,1274,1400,0,Tournament,-0.1407624633431086,-1.0420332355816129,3.1231671554252216,-4.1652003910068345,-0.009335696914392677,0.04975145001117601,-0.011462357354491526,0.07221519274999799,-108.43947353886733,40.0,27.0,32.87613751263903,5.0
2008,1373,1437,0,Tournament,0.0625,3.96875,1.75,2.21875,0.016343695797876978,-0.0399350685327384,-0.049007105499956016,-0.03747276935009872,12.310269370423384,62.0,44.0,41.04651162790698,1.0
2008,1360,1443,0,Tournament,-0.20039100684261968,-11.612903225806448,-2.1290322580645125,-9.483870967741936,-0.023564809823033384,0.028778031232435802,-0.049663822558842885,0.0047926009882831855,-51.844227813204725,53.0,66.0,59.11627906976743,1.0
2008,1257,1397,1,Tournament,-0.125,-10.46875,-9.53125,-0.9375,-0.014346718400699565,0.0317899134571209,0.004649633242150175,-0.03253174950811802,-42.84498923830188,-5.0,6.0,6.326086956521739,1.0
2008,1314,1450,1,Tournament,0.19117647058823517,21.643382352941174,15.672794117647058,5.970588235294116,-0.05104174485659979,0.0020113582052735113,0.14419789776874609,-0.014451415516260002,119.53057372244234,-6.0,-11.0,-15.67391304347826,-3.0
2008,1417,1443,1,Tournament,0.10263929618768342,-2.5826001955034172,-5.492668621700879,2.910068426197462,-0.029585470672384873,-0.008012945446357417,0.009654434478069795,0.004812797252933904,81.62437578692766,-62.0,-43.0,-42.28311425682508,-11.0
2008,1452,1462,0,Tournament,-0.12121212121212122,-0.636363636363626,0.9393939393939377,-1.575757575757562,-0.031010920780815188,-0.03918032523966941,-0.018683302107980082,-0.04747053922585273,-34.75176072561271,5.0,8.0,10.588473205257834,4.0
2008,1172,1458,1,Tournament,-0.07233626588465303,9.989247311827967,9.371456500488762,0.617790811339205,0.049701553499966966,-0.026392272029177183,-0.0970314066554907,-0.13105726900542303,-41.883085394135605,29.0,20.0,22.56521739130435,7.0
2008,1242,1437,1,Tournament,0.28409090909090917,8.338068181818187,-7.645833333333343,15.983901515151523,0.046169233140343324,0.0012890681472134957,0.015259884158308978,0.00018368093331050384,110.9861933935756,-50.0,-51.0,-45.69565217391305,-11.0
2008,1272,1277,1,Tournament,0.21301247771836007,8.373440285204993,-1.382352941176471,9.755793226381465,-0.007565965841394129,-0.04706007698789311,-0.05141420649236911,-0.047117539124128194,120.46909594754516,-14.0,-14.0,-15.804347826086957,-4.0
2008,1390,1400,0,Tournament,-0.030303030303030387,-4.181818181818173,-4.303030303030297,0.12121212121212466,-0.015955632316561996,0.03646385696933202,0.0036991509116530708,0.06165360598843039,-31.35224491103895,3.0,1.0,4.739130434782608,1.0
2008,1257,1314,0,Tournament,-0.19117647058823517,-16.768382352941174,-11.391544117647058,-5.376838235294116,0.02041648416501113,0.01189382472823039,-0.0957744877123406,-0.03410521543780029,-92.38779323560016,4.0,12.0,11.391304347826088,2.0
2008,1417,1462,1,Tournament,0.09090909090909094,-1.3030303030302974,-2.6969696969697026,1.393939393939407,-0.03896127911518538,-0.01687893340475391,0.032818839341191786,-0.03704297788608513,71.57175513359834,-16.0,-8.0,-12.043478260869566,-2.0
2008,1172,1242,0,Tournament,-0.10263929618768342,-3.8592375366568916,1.4623655913978624,-5.321603128054747,-0.002387077608107635,-0.022720154494377087,-0.08721964843429109,-0.10909661613985422,-47.647505518985554,32.0,24.0,26.108695652173914,9.0
2008,1272,1400,1,Tournament,0.1524064171122994,4.827985739750446,-4.2914438502673775,9.119429590017823,0.0007720960916868247,0.029177278475082696,-0.04873881029018734,-0.010996356327829082,46.48378663660492,-4.0,-5.0,-5.130434782608695,-1.0
2008,1242,1314,1,Tournament,-0.032085561497326,-7.524064171122987,-11.0686274509804,3.5445632798574067,0.047166327696576416,0.02133434051523969,-0.04983911341512931,0.008807443225607725,-28.99164764252646,-4.0,1.0,1.3260869565217392,0.0
2008,1272,1417,1,Tournament,0.06149732620320847,5.646167557932259,0.9812834224598959,4.664884135472363,0.0221798991103061,-0.0159088552192366,-0.06887429615254359,-0.06400162267871079,4.283292902550329,1.0,1.0,-0.6304347826086958,0.0
2008,1242,1272,1,Tournament,-0.06149732620320847,1.505347593582897,1.0490196078431282,0.45632798573976174,0.02778792062166202,0.03190155474071771,0.06663411847840389,0.0834660984188032,-22.587353211952177,-2.0,-2.0,0.5434782608695654,0.0
2009,1106,1287,0,Tournament,0.15840517241379315,0.13900862068965125,-5.101293103448278,5.240301724137929,0.02454392327383459,-0.0120002577603959,-0.05296290632032169,-0.08900789497073391,9.198209630421616,28.0,23.0,25.41860465116278,0.0
2009,1151,1163,0,Tournament,-0.3709677419354839,-2.3225806451612954,12.501008064516128,-14.823588709677423,0.028236051258138994,0.027311905343587795,-0.052625258532166264,0.04058476124621063,-156.4876758488865,210.0,205.0,187.69619000494802,15.0
2009,1127,1181,0,Tournament,-0.09019607843137256,-8.129411764705878,1.315686274509801,-9.44509803921568,-0.006717333862740482,0.014597633223521311,-0.04357516620364621,0.00278253545091639,-85.88934691900863,155.0,154.0,125.90598713508163,13.0
2009,1103,1211,0,Tournament,-0.18627450980392157,-12.38823529411765,-1.06666666666667,-11.32156862745098,-0.034815309095987124,0.033498686807751116,0.04247865836794118,0.013658287664307406,-95.154057348567,86.0,93.0,89.90103908955962,9.0
2009,1139,1261,0,Tournament,0.045454545454545525,-7.9090909090909065,-7.284848484848482,-0.6242424242424249,0.023441745658318025,0.0386391255533898,-0.044071862437228826,0.07801020103506731,-5.221015238912514,-3.0,-7.0,-2.5471785383903907,1.0
2009,1143,1268,0,Tournament,0.08143939393939392,3.5767045454545467,-0.11079545454545325,3.6875,0.06309646577133132,0.010145605394463797,-0.03572817860037231,0.049344055792970076,-19.075775377792525,-25.0,-16.0,-14.923361522198732,-3.0
2009,1169,1272,0,Tournament,-0.36004056795131834,-0.3002028397565937,13.290060851926974,-13.590263691683568,0.06811659652013419,0.04495519826320121,-0.022782422544054826,-0.002296651804561317,-178.67193810279355,103.0,116.0,124.07768431469569,13.0
2009,1155,1276,0,Tournament,0.14818548387096775,12.123991935483872,4.913306451612897,7.210685483870977,0.027492880465999625,0.020960163675271315,0.1033664599664535,-0.0110810344618259,-9.755635716893494,-27.0,-16.0,-22.19198416625433,-3.0
2009,1314,1347,1,Tournament,0.25027808676307006,14.593993325917694,0.3192436040044555,14.274749721913238,-0.023589246114536166,-0.05701432084699809,0.08253004624314769,0.013294605229884793,103.1774822740847,-168.0,-163.0,-142.19643740722412,-15.0
2009,1288,1328,0,Tournament,-0.17708333333333337,-12.248106060606062,-6.236742424242422,-6.01136363636364,-0.08526041361648212,-0.015005157503944183,0.01827698769553343,-0.06076189574858279,-76.954518877478,122.0,135.0,132.73527956457198,13.0
2009,1320,1345,0,Tournament,-0.03832442067736186,-1.6559714795008915,4.427807486631018,-6.0837789661319075,0.008514613782067748,0.009405520311266208,0.0004234703508920745,0.08193356626776838,-28.021584865734212,68.0,71.0,51.929242949035135,7.0
2009,1278,1400,0,Tournament,0.010752688172043001,-6.172043010752688,-4.002932551319645,-2.1691104594330426,0.010903377465447506,0.03949856417426659,-0.032606355321936786,0.00014470483554471225,-6.129324054848212,17.0,3.0,8.045454545454547,3.0
2009,1140,1401,0,Tournament,0.05544354838709675,5.474798387096769,-1.6018145161290391,7.076612903225808,0.049132703009615475,-0.027543613609509993,-0.07642856828576011,-0.08371011013932178,23.50089475058121,-34.0,-23.0,-17.27272727272727,-1.0
2009,1417,1433,1,Tournament,0.030303030303030276,4.0,-0.09090909090909349,4.090909090909095,0.02407028022895208,0.00021863454081078038,0.0328708441202229,-0.05254461383675779,12.607557866380148,-46.0,-59.0,-47.8698664027709,-5.0
2009,1110,1437,0,Tournament,-0.013685239491691092,-12.093841642228739,-8.58064516129032,-3.5131964809384204,0.024157572542732375,0.013127834813232597,-0.017063442833993803,-0.13317265697678637,-27.736095685048667,90.0,96.0,88.60316674913409,11.0
2009,1228,1443,0,Tournament,-0.014662756598240456,-7.490713587487775,-10.329423264907135,2.8387096774193594,-0.024838218881497176,-0.005447093968530992,-0.05981347070568399,-0.06535519610614968,-20.45211364906595,-76.0,-66.0,-55.922997416020664,-7.0
2009,1280,1449,0,Tournament,-0.11051693404634577,-4.909982174688054,-0.576648841354725,-4.333333333333329,0.003248661136841746,0.0031214366628008194,-0.11066624096104694,0.0029744516403822363,-23.318817237019402,44.0,52.0,41.124195942602675,9.0
2009,1112,1428,1,Tournament,-0.15625,1.21875,4.96875,-3.75,-0.002272066750898305,-0.02070463533808431,0.09675269295787825,-0.0465701998832847,-78.73458938772023,14.0,17.0,19.24909560723514,7.0
2009,1113,1396,1,Tournament,0.06060606060606066,0.5757575757575779,-3.3333333333333286,3.9090909090909065,0.032998887975030144,-0.006298862224402402,-0.020441302925220506,0.07423414181208562,-4.369700345293495,-35.0,-32.0,-28.740722414646218,-5.0
2009,1156,1448,1,Tournament,-0.11250000000000004,-16.39791666666666,-10.456249999999997,-5.941666666666665,-0.04870654519236156,-0.011795023744067212,-0.04342269048144409,-0.010923728974335634,-18.08666741332422,47.0,55.0,52.15635823849579,9.0
2009,1173,1452,1,Tournament,0.11140819964349369,-4.867201426024948,-0.1024955436720063,-4.764705882352937,0.007467578532258823,0.0218349645395865,-0.0313855090928038,-0.008514350164313206,-21.153279959893098,75.0,50.0,41.076109936575044,5.0
2009,1242,1295,1,Tournament,-0.018750000000000044,-2.00833333333334,-3.1875,1.17916666666666,-0.02739898192546919,0.029750540113918894,0.04969050689579241,0.006891403988083578,36.55941776751047,-60.0,-64.0,-60.47996041563582,-11.0
2009,1257,1287,1,Tournament,0.3172348484848485,4.595643939393938,-7.081439393939391,11.677083333333329,-0.020034210614245374,-0.023396316354981406,-0.06306464011672008,-0.09103621834166303,187.55319857565632,-163.0,-182.0,-163.94111825828796,-15.0
2009,1266,1429,1,Tournament,-0.1515151515151515,5.939393939393938,7.0,-1.0606060606060588,-0.020818254300909445,-0.024431288956005687,-0.018330799760052807,0.04276804561905578,-39.204594488508064,-36.0,-19.0,-18.623167848699765,-5.0
2009,1277,1352,1,Tournament,0.10661764705882348,1.170955882352942,-2.123161764705884,3.294117647058826,-0.04880552676225497,-0.016471898983121708,0.09307622817228922,0.0195217148161958,89.19975736032393,-109.0,-130.0,-118.92825333993072,-13.0
2009,1165,1281,0,Tournament,-0.1338742393509127,-7.910750507099394,-1.5050709939147993,-6.4056795131845945,0.013553020867142496,0.024429923839393408,-0.014226522252808349,-0.0014031417281408776,-134.22440140669278,90.0,108.0,102.09896091044038,11.0
2009,1329,1397,1,Tournament,0.030303030303030276,2.6363636363636402,1.8484848484848584,0.7878787878787818,0.029872987295667452,0.0039652900273221825,-0.0978892259630344,0.0417280584066807,17.969081786738116,1.0,-6.0,-4.044926004228326,-1.0
2009,1190,1338,0,Tournament,-0.18346774193548387,0.38407258064516725,5.994959677419359,-5.610887096774192,-0.0062040631508694655,-0.005564124572465912,-0.10205700204881102,0.061607160760668994,-137.43123024162742,107.0,131.0,113.85848589807026,15.0
2009,1326,1373,0,Tournament,-0.10037878787878785,-10.979166666666671,-8.405303030303031,-2.5738636363636402,0.03446668863614111,0.03337968112416401,-0.05970891500640502,0.023059664647505723,-23.291960770512105,-29.0,-33.0,-16.759689922480625,-1.0
2009,1372,1393,0,Tournament,0.005446623093681824,-16.748366013071887,-14.837690631808265,-1.9106753812636157,-0.06837475217272054,-0.016891048380072604,-0.1074251918927045,-0.058167756246537194,-70.18836994007324,78.0,82.0,82.2380009896091,11.0
2009,1130,1425,0,Tournament,0.030303030303030276,6.575757575757578,6.969696969696976,-0.3939393939393909,-0.0188609431199524,-0.019024011866989182,0.04008900611990002,0.0007255177783385136,-27.683160922802017,32.0,13.0,14.659090909090907,-3.0
2009,1199,1458,0,Tournament,0.12239089184060725,4.2305502846299845,6.0,-1.7694497153700155,-0.01746544008335743,0.05070844094900892,0.027524194236782096,0.022330642974705606,68.97608535348195,5.0,-4.0,-13.826818406729341,-7.0
2009,1340,1462,0,Tournament,-0.07157258064516125,1.3346774193548328,5.9485887096774235,-4.613911290322591,0.017496188275404556,-0.01849016057879671,-0.04123084719447351,-0.08754111376130752,-36.186501405817125,93.0,78.0,91.7896865520728,9.0
2009,1163,1401,1,Tournament,0.15221774193548387,5.603830645161295,-2.376008064516128,7.9798387096774235,0.0018787610148354172,-0.015446775196796575,0.03151469686123537,-0.0596958924588894,73.75456073004557,-49.0,-43.0,-36.69777562862669,-8.0
2009,1181,1400,1,Tournament,0.1568627450980392,5.696078431372555,0.16310160427808285,5.532976827094473,0.016242189454753198,-0.002002936538183425,-0.03068449932095807,0.026586847749730413,113.63360843064675,-21.0,-25.0,-28.283365570599614,-5.0
2009,1211,1443,1,Tournament,0.09139784946236562,6.703225806451613,-5.368817204301074,12.072043010752687,-0.0035364261497511373,-0.02667021325842911,-0.07741065131276448,0.03148904909802591,34.21368006665443,-94.0,-79.0,-65.83127164769915,-8.0
2009,1268,1272,0,Tournament,-0.30570409982174673,-2.604278074866315,11.572192513368982,-14.176470588235297,0.017645339715145314,-0.01302909850120379,-0.03692757942642938,-0.038012351666713795,-134.47273547342252,53.0,38.0,47.54280059376546,8.0
2009,1261,1314,0,Tournament,-0.08308895405669603,-14.478005865102645,-7.386119257087003,-7.091886608015642,-0.010735765979999312,0.004460257331849904,-0.06999507334994126,-0.06988662829808198,-59.008365949136305,44.0,39.0,33.468085106382986,7.0
2009,1276,1328,0,Tournament,-0.25,-12.34375,-4.5,-7.84375,-0.04317250144855722,-0.025000628561813093,-0.07872742625182588,-0.07018276055677561,-57.98895042789172,32.0,26.0,34.85155863433943,8.0
2009,1345,1449,1,Tournament,-0.022281639928698693,-9.586452762923344,-10.48841354723708,0.9019607843137347,0.006815278269053593,-0.013058026732161693,-0.1356689565965351,-0.060288555359501894,-4.842690480355941,-2.0,-7.0,0.40425531914893753,1.0
2009,1417,1437,0,Tournament,-0.030303030303030276,-0.5454545454545467,-3.7272727272727266,3.18181818181818,0.05642837678208551,-0.018274537193842505,0.015307270153176677,-0.1315467192713557,-23.919229334805323,-10.0,1.0,1.6170212765957448,3.0
2009,1112,1156,1,Tournament,-0.09375,7.21875,8.59375,-1.375,0.071962305250382,-0.0004292222635768894,0.02359252555001423,0.00559968834687502,-49.057982800062746,-29.0,-24.0,-19.23255813953488,-1.0
2009,1173,1242,0,Tournament,0.006628787878787845,-9.609848484848484,-4.297348484848477,-5.3125,-0.02917713152661261,-0.003386789374563909,-0.0052194941206561984,-0.04248015252650508,-45.9925739044711,72.0,49.0,46.68926274121721,8.0
2009,1257,1373,1,Tournament,0.06060606060606066,-3.7272727272727337,-8.424242424242422,4.696969696969688,-0.04540494487879676,0.009671172517647791,-0.005668660843238693,-0.009486584846848306,76.82560654009444,-61.0,-53.0,-43.47600197921821,-8.0
2009,1277,1425,1,Tournament,0.17613636363636365,3.5426136363636402,-0.5785984848484773,4.121212121212125,-0.04025007407142772,-0.0011378769296541968,0.03571675904916333,0.0052104104221413206,52.981026753639526,-14.0,-27.0,-27.316731141199227,-8.0
2009,1266,1281,0,Tournament,-0.09625668449197855,-2.269162210338692,2.9839572192513373,-5.253119429590027,-1.9157556909954465e-05,-0.006223143326324482,-0.007967330198541178,0.09834304110403452,-84.11114913251777,10.0,12.0,13.957446808510637,3.0
2009,1329,1338,0,Tournament,-0.20430107526881724,3.411534701857292,10.050830889540578,-6.639296187683286,0.021468251159598606,-0.01733469926075032,-0.12861302882977044,0.07890048715767331,-67.48829806060303,27.0,28.0,26.953094777562864,7.0
2009,1113,1393,0,Tournament,-0.008021390374331583,-11.42513368983957,-12.851158645276286,1.4260249554367164,0.014133897249558602,-0.01643151250328259,-0.06544925754496811,0.028389020382188934,-37.64101284628464,-3.0,7.0,6.4042553191489375,3.0
2009,1458,1462,0,Tournament,-0.16834677419354838,-7.987903225806448,-3.40625,-4.581653225806448,-0.011002826162114787,-0.03911793026206742,-0.04576263095765942,-0.03149680411059541,-19.185645928728718,6.0,7.0,14.812942366026288,8.0
2009,1163,1345,1,Tournament,0.135673624288425,7.969639468690701,4.850094876660343,3.11954459203036,-0.005751240727314366,0.0015898587833331201,0.11492699718408927,0.044479081894192585,24.89274197334862,-11.0,-8.0,-13.25531914893617,-4.0
2009,1272,1281,0,Tournament,0.08823529411764697,-7.058823529411768,-9.588235294117645,2.529411764705877,-0.05673675515724069,0.015560187499350897,0.05373177613074542,0.010354465305964122,47.271831910496076,-9.0,-4.0,-5.97872340425532,-1.0
2009,1338,1462,1,Tournament,0.08971774193548387,5.334677419354833,1.7550403225806406,3.579637096774192,-0.006787120161974691,-0.015038796826543493,0.035290101298272314,-0.07066678794359363,93.36309634835288,-18.0,-22.0,-20.67345050878816,-3.0
2009,1181,1437,0,Tournament,0.035650623885918,1.4839572192513373,-1.382352941176464,2.8663101604277994,0.005833771785956787,-0.028406537905228513,0.012026482761465396,-0.05271536694561918,45.486985653359625,-12.0,-12.0,-8.74468085106383,-1.0
2009,1112,1257,0,Tournament,-0.2547348484848485,-1.7518939393939377,6.831439393939391,-8.583333333333329,0.06568266113182697,-0.0010285872557128928,0.02283047099553781,0.03994041086224981,-154.16114658557944,35.0,38.0,42.98762988619495,11.0
